from,to,brand,bucket
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona Power Wiring and Vertical Drive Diagram with Machine Room.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona Power Wiring and Vertical Drive Diagram with Machine Room.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona Power Wiring and Vertical Drive Diagram with Rescue System.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona Power Wiring and Vertical Drive Diagram with Rescue System.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona Power Wiring and Vertical Drive Diagram.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona Power Wiring and Vertical Drive Diagram.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona Relay - Based Control Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona Relay - Based Control Diagram.jpg,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona Rescue System with Rescatamac Board.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona Rescue System with Rescatamac Board.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona Two - Speed Elevator Electrical Scheme.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona Two - Speed Elevator Electrical Scheme.jpg,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona Universal Simple and Duplex Maintenance Panel Wiring.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona Universal Simple and Duplex Maintenance Panel Wiring.jpg,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona V3F - OL CL Power Wiring Diagram with Rescatamac.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona V3F - OL CL Power Wiring Diagram with Rescatamac.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Orona V3F - OL CL Power Wiring Diagram.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Orona V3F - OL CL Power Wiring Diagram.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Overspeed Governor Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Overspeed Governor Wiring.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/PHLH Controller Electrical Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/PHLH Controller Electrical Diagram.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Pintoc Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Pintoc Wiring Diagram.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Pit Stop and Car Door Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Pit Stop and Car Door Wiring.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Position Sensor Signal Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Position Sensor Signal Wiring Diagram.jpg,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Power Unit Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Power Unit Wiring Diagram.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Relay Panel Documentation.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Relay Panel Documentation.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Relay Panel Documentation__dup1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Relay Panel Documentation__dup1.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/SIDEO 13 Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/SIDEO 13 Drawings.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/SIDEO 23 Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/SIDEO 23 Drawings.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Safety Chain Into Cabin for Electric Lift.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Safety Chain Into Cabin for Electric Lift.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Safety Chain Machine Room Below 2 Speeds.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Safety Chain Machine Room Below 2 Speeds.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Safety Chain Machine Room Below V3F OL CL.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Safety Chain Machine Room Below V3F OL CL.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Schematic Drawing.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Schematic Drawing.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Semiautomatic Landing Door Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Semiautomatic Landing Door Wiring.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Three - Phase Autotransformer Connection for M322.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Three - Phase Autotransformer Connection for M322.tif,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/UP 870 ESQ 01 Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/UP 870 ESQ 01 Wiring Diagram.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/UP 870 ESQ 02 Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/UP 870 ESQ 02 Wiring Diagram.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/UP 870 Multiplex Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/UP 870 Multiplex Wiring Diagram.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/Universal Simple Control Panel Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/Universal Simple Control Panel Wiring Diagram.jpg,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Orona/fairfield orona drawings hyd.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Orona/fairfield orona drawings hyd.pdf,Orona,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Control Wiring for Machine Room and Pits.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Control Wiring for Machine Room and Pits.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Control Wiring for Machine Room and Pits__dup1.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Control Wiring for Machine Room and Pits__dup1.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Elevator Control Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Elevator Control Wiring Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram Index.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram Index.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup1.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup1.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup2.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup2.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup3.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup3.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup4.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup4.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup5.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup5.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup6.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup6.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup7.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup7.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup8.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup8.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/ADV - 210 Microprocessor Control Diagram__dup9.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/ADV - 210 Microprocessor Control Diagram__dup9.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/CB TTL and RCB TTL Pin Assignment.txt,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/CB TTL and RCB TTL Pin Assignment.txt,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/CB TTL and RCB TTL Pin Assignment__dup1.txt,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/CB TTL and RCB TTL Pin Assignment__dup1.txt,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/CEN Inclined Elevator OMEGATROL 3FC Manual.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/CEN Inclined Elevator OMEGATROL 3FC Manual.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Cabo OTIS PC.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Cabo OTIS PC.dwg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Call Wiring and Device Table 2.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Call Wiring and Device Table 2.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Call Wiring and Device Table.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Call Wiring and Device Table.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Call and Selector Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Call and Selector Wiring Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Emergency Battery and Lighting Wiring.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Emergency Battery and Lighting Wiring.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Esquema Otis2000hidraulico.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Esquema Otis2000hidraulico.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Floor Position Indicator Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Floor Position Indicator Wiring Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/GEN2 Electrical Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/GEN2 Electrical Drawings.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/GeN2 LVA Controller Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/GeN2 LVA Controller Wiring Diagram.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Gen2 Comfort Controller Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Gen2 Comfort Controller Wiring Diagram.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Hammonds I O Map.txt,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Hammonds I O Map.txt,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Hardware Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Hardware Wiring Diagram.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCB STM AAF Wiring Diagram.doc,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCB STM AAF Wiring Diagram.doc,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCB SUR AAF Wiring Diagram.doc,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCB SUR AAF Wiring Diagram.doc,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCB SUR Wiring Diagram.doc,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCB SUR Wiring Diagram.doc,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS 120 - 220 Electrical Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS 120 - 220 Electrical Drawings.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS 120 Hydraulic Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS 120 Hydraulic Drawings.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS 220 CX GEN2 Microprocessor Controller.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS 220 CX GEN2 Microprocessor Controller.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS 220 H Hoistway Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS 220 H Hoistway Wiring.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS 220 H Machine Room Wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS 220 H Machine Room Wiring.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS220 Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS220 Diagram.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS220 Duplex Electrical Schematic.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS220 Duplex Electrical Schematic.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/MCS411 Direct Connection Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/MCS411 Direct Connection Diagram.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE 300.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE 300.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE 300__dup1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE 300__dup1.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Basic Wiring and Signal List.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Basic Wiring and Signal List.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Car and Hall Call Wiring Table.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Car and Hall Call Wiring Table.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Controller Apparatus List.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Controller Apparatus List.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Controller Call Chart.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Controller Call Chart.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Microprocessor Operation Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Microprocessor Operation Wiring Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Microprocessor Wiring Diagram 2.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Microprocessor Wiring Diagram 2.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Microprocessor Wiring Diagram 3.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Microprocessor Wiring Diagram 3.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Microprocessor Wiring Diagram 4.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Microprocessor Wiring Diagram 4.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Microprocessor Wiring Diagram 5.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Microprocessor Wiring Diagram 5.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Microprocessor Wiring Diagram 6.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Microprocessor Wiring Diagram 6.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/NE300 Microprocessor Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/NE300 Microprocessor Wiring Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS 506SL - escadas esquema.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS 506SL - escadas esquema.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS BN PB CORE ESQUEMA - OTIS BN.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS BN PB CORE ESQUEMA - OTIS BN.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS EFO ESQUEMA - OTIS.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS EFO ESQUEMA - OTIS.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS EPO ESQUEMA - OTIS.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS EPO ESQUEMA - OTIS.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS ESTUDIO ESQUEMA - OTIS.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS ESTUDIO ESQUEMA - OTIS.pdf,Otis,high_confidence
